18:41:54 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
18:41:54 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - WebDriverManager: chromedriver setup OK
18:41:56 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - ChromeDriver initialized successfully for thread: 36
18:41:56 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Opening amazon Landing page
18:41:56 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Within safeFindElement method
18:42:02 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54]Retrying findElement for: ->By.xpath: //a[@id='nav-logo-sprites']
18:42:04 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54]Refrehsing the page , while trying to safely find : ->By.xpath: //a[@id='nav-logo-sprites']
18:42:04 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //a[@id='nav-logo-sprites']]
18:42:05 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Giving input within the search bar
18:42:05 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Within safeClick method
18:42:07 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Clicked the  [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
18:42:07 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Clicking on the submit in the search bar
18:42:08 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Waiting until element is visible in viewport
18:42:08 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Within validateDeliveryFilterOptionsWithResult method
18:42:08 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Within safeClick method
18:42:09 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Clicked the  [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']]   using safeClick
18:42:09 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Within getMoreButtonByFilterTypeAndName method
18:42:09 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']
18:42:09 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Within safeFindElements 
18:42:09 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Returning the  [[[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']], [[ChromeDriver: chrome on windows (9ff9448ea057a5e27afd3ab863fda8ee)] -> xpath: //div[@class='a-section a-spacing-small a-spacing-top-small']]] from the safeFindElements method
18:42:09 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Created hashset with required data to assert with Within validateDeliveryFilterOptions method
18:42:09 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] this is the set  [Aug, Today, Tue, FREE delivery, 17, 18, Mon, Tomorrow]
18:42:09 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:42:10 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:42:10 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:42:10 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:42:10 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:42:10 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:42:10 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-41-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
