18:43:54 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
18:43:54 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - WebDriverManager: chromedriver setup OK
18:43:56 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - ChromeDriver initialized successfully for thread: 36
18:43:59 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Opening amazon Landing page
18:43:59 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within safeFindElement method
18:44:00 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (5f1db279f903b6777ad16e40b328f73c)] -> xpath: //a[@id='nav-logo-sprites']]
18:44:00 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Giving input within the search bar
18:44:00 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within safeClick method
18:44:03 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Clicked the  [[ChromeDriver: chrome on windows (5f1db279f903b6777ad16e40b328f73c)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
18:44:03 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Clicking on the submit in the search bar
18:44:04 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Waiting until element is visible in viewport
18:44:04 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within validateDeliveryFilterOptionsWithResult method
18:44:04 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within safeClick method
18:44:04 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Clicked the  [[ChromeDriver: chrome on windows (5f1db279f903b6777ad16e40b328f73c)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']]   using safeClick
18:44:04 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within getMoreButtonByFilterTypeAndName method
18:44:04 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']
18:44:04 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within safeFindElements 
18:44:05 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:05 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:05 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:05 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Returning the list with boolean values   Within validateDeliveryFilterOptions method
18:44:06 [TestNG-test-Test-3] INFO  verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54 - [verifyingGetItIn2DaysFilterFunctionality_Laptop_18-43-54] Asserting delivery filter: isValid=true, index=-1, text=All the things are valid no errors
