16:51:18 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
16:51:18 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - Loaded config from classpath: configs/UtilData.properties
16:51:30 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - WebDriverManager: chromedriver setup OK
16:51:41 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - ChromeDriver initialized successfully for thread: 31
16:51:43 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Opening amazon Landing page
16:51:43 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within safeFindElement method
16:51:45 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (a863702bdd6973f8ed2e2fc5cb7d51e4)] -> xpath: //a[@id='nav-logo-sprites']]
16:51:46 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Giving input within the search bar
16:51:46 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within safeClick method
16:51:48 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Clicked the  [[ChromeDriver: chrome on windows (a863702bdd6973f8ed2e2fc5cb7d51e4)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
16:51:48 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Clicking on the submit in the search bar
16:51:48 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Waiting until element is visible in viewport
16:51:48 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within validateDeliveryFilterOptionsWithResult method
16:51:48 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within safeClick method
16:51:49 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Clicked the  [[ChromeDriver: chrome on windows (a863702bdd6973f8ed2e2fc5cb7d51e4)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']]   using safeClick
16:51:49 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within getMoreButtonByFilterTypeAndName method
16:51:49 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']
16:51:49 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within safeFindElements 
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:50 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Returning the list with boolean values   Within validateDeliveryFilterOptions method
16:51:51 [TestNG-test-Test-1] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-51-18] Asserting delivery filter: isValid=true, index=-1, text=All the things are valid no errors
