19:36:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
19:36:03 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - WebDriverManager: chromedriver setup OK
19:36:04 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - ChromeDriver initialized successfully for thread: 36
19:36:06 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Opening amazon Landing page
19:36:06 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within safeFindElement method
19:36:07 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (41c6b5132648280abeedeea2112c4275)] -> xpath: //a[@id='nav-logo-sprites']]
19:36:07 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Giving input within the search bar
19:36:07 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within safeClick method
19:36:09 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Clicked the  [[ChromeDriver: chrome on windows (41c6b5132648280abeedeea2112c4275)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
19:36:09 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Clicking on the submit in the search bar
19:36:09 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Waiting until element is visible in viewport
19:36:10 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within validateDeliveryFilterOptionsWithResult method
19:36:10 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within safeClick method
19:36:10 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Clicked the  [[ChromeDriver: chrome on windows (41c6b5132648280abeedeea2112c4275)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']]   using safeClick
19:36:10 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within getMoreButtonByFilterTypeAndName method
19:36:10 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It by Tomorrow']
19:36:10 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within safeFindElements 
19:36:11 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:11 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:11 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:11 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:11 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:11 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:11 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:11 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Returning the list with boolean values   Within validateDeliveryFilterOptions method
19:36:12 [TestNG-test-Test-3] INFO  verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03 - [verifyingGetItByTomorrowFilterFunctionality_Mobile_19-36-03] Asserting delivery filter: isValid=true, index=-1, text=All the things are valid no errors
