16:52:13 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - No existing WebDriver found for current thread. Initializing a new ChromeDriver...
16:52:13 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - WebDriverManager: chromedriver setup OK
16:52:15 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - ChromeDriver initialized successfully for thread: 35
16:52:18 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Opening amazon Landing page
16:52:18 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within safeFindElement method
16:52:18 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13]Found the element returning it ,element ->[[ChromeDriver: chrome on windows (d32b3df13077fbc623319ce51f27c825)] -> xpath: //a[@id='nav-logo-sprites']]
16:52:19 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Giving input within the search bar
16:52:19 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within safeClick method
16:52:22 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Clicked the  [[ChromeDriver: chrome on windows (d32b3df13077fbc623319ce51f27c825)] -> xpath: //input[@id='nav-search-submit-button']]   using safeClick
16:52:22 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Clicking on the submit in the search bar
16:52:22 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Waiting until element is visible in viewport
16:52:23 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within validateDeliveryFilterOptionsWithResult method
16:52:23 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within safeClick method
16:52:23 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Clicked the  [[ChromeDriver: chrome on windows (d32b3df13077fbc623319ce51f27c825)] -> xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']]   using safeClick
16:52:23 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within getMoreButtonByFilterTypeAndName method
16:52:23 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Clicked on By.xpath: //span[@class='a-size-base a-color-base puis-bold-weight-text' and text()='Delivery Day']/parent::div/following-sibling::ul//span[@class='a-size-base a-color-base' and text()='Get It in 2 Days']
16:52:23 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within safeFindElements 
16:52:25 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:25 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:25 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:25 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:25 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:25 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Within deliveryElements loop iterating over the products  Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Checking if the allowedDateParts have the assert text   Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Returning the list with boolean values   Within validateDeliveryFilterOptions method
16:52:26 [TestNG-test-Test-2] INFO  verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13 - [verifyingGetItIn2DaysFilterFunctionality_Mobile_16-52-13] Asserting delivery filter: isValid=true, index=-1, text=All the things are valid no errors
